,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
13841,32,Private,70377,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
19464,59,Private,252714,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,Italy,<=50K
27849,56,Local-gov,391926,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
7424,47,Private,341814,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,<=50K
993,58,Private,185459,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
19318,48,Private,398843,Some-college,10,Separated,Sales,Unmarried,Black,Female,0,0,35,United-States,<=50K
23304,73,Private,333676,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
35218,23,Private,174461,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
20465,26,Private,267431,Bachelors,13,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K
13671,29,Private,120645,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,Black,Female,0,0,40,United-States,<=50K
7830,65,Private,237024,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,Mexico,<=50K
7066,32,Private,152156,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,53,United-States,<=50K
25772,33,Private,92865,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
7388,37,Private,201141,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
19821,51,Private,147954,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,3411,0,38,United-States,<=50K
28560,31,Private,228873,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
1754,33,Self-emp-not-inc,109509,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
12587,31,Private,369027,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,37,United-States,<=50K
40260,54,Private,292673,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,Mexico,<=50K
2718,40,Private,393962,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
36937,21,Private,26842,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
13943,44,Private,106982,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,70,United-States,<=50K
16892,30,Private,181992,Some-college,10,Never-married,Sales,Not-in-family,Black,Female,0,0,35,United-States,<=50K
1409,35,Private,228881,HS-grad,9,Never-married,Craft-repair,Other-relative,Other,Male,0,0,40,Puerto-Rico,<=50K
42090,54,Private,340476,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K
9410,39,Private,186719,Some-college,10,Separated,Craft-repair,Unmarried,White,Female,0,0,25,United-States,<=50K
27664,33,Private,333701,Assoc-voc,11,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
17911,28,Private,206351,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
14209,27,Private,209641,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
32972,48,Private,34845,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
33106,63,Private,219540,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
14075,30,Private,69235,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,<=50K
15985,23,Local-gov,115244,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,60,United-States,<=50K
24710,23,Private,111450,12th,8,Never-married,Other-service,Unmarried,Black,Male,0,0,38,United-States,<=50K
3213,37,Private,95551,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K
17918,24,Private,219754,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
10813,22,Private,140001,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
36602,62,Private,138157,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,12,United-States,<=50K
25050,21,Private,198050,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
42343,56,Private,271795,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,49,United-States,<=50K
27675,44,Private,84535,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,48,United-States,<=50K
42142,20,Private,235691,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
2024,30,Self-emp-not-inc,48520,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,80,United-States,<=50K
22899,47,Self-emp-not-inc,159869,Doctorate,16,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
37672,23,Private,193090,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,<=50K
13953,23,Private,241752,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
6660,31,Private,37939,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
37380,26,Private,333677,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,2463,0,35,United-States,<=50K
34382,23,Local-gov,212803,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
35107,25,State-gov,152503,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K
30910,40,Private,174515,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
44724,46,Private,211226,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,36,United-States,<=50K
32651,37,Private,193855,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
33668,56,Private,105363,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4508,0,40,United-States,<=50K
7268,42,Private,32627,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
18179,47,Federal-gov,55377,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
25248,49,Private,323798,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,3325,0,50,United-States,<=50K
5094,17,Private,333304,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
11933,46,Local-gov,318259,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
2178,20,Private,184779,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
19476,20,Private,147171,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K
2812,65,Local-gov,179411,HS-grad,9,Widowed,Tech-support,Unmarried,White,Female,0,0,35,United-States,<=50K
19764,55,State-gov,26290,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,38,United-States,<=50K
25689,34,Private,302770,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
35538,30,Private,207668,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
42369,49,Private,194189,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
1839,27,Private,225895,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
20387,47,Private,102771,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
40643,29,Private,133625,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
14754,29,Private,145182,HS-grad,9,Never-married,Protective-serv,Own-child,Black,Female,0,0,20,United-States,<=50K
25333,55,Private,220262,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
6539,37,Private,143774,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K
5923,34,Private,405713,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
17528,24,Private,145964,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
13030,28,Private,239539,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,45,United-States,<=50K
14654,23,Private,349156,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,45,United-States,<=50K
15257,35,Private,153790,Some-college,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
10958,30,Private,361280,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
2546,19,Private,143816,Some-college,10,Never-married,Machine-op-inspct,Other-relative,Black,Male,0,0,30,United-States,<=50K
29106,25,Private,207875,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
16994,30,Private,343699,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
34470,57,State-gov,111224,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,39,United-States,<=50K
28965,20,Private,216889,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
29481,29,Federal-gov,224858,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,<=50K
19454,25,Private,290528,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
1062,63,Private,180099,10th,6,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
25075,27,Private,373499,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,0,0,60,El-Salvador,<=50K
15240,41,Federal-gov,130760,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,24,United-States,<=50K
16247,39,Private,278403,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,<=50K
6600,20,Private,121596,Some-college,10,Never-married,Other-service,Own-child,White,Female,2907,0,35,United-States,<=50K
42157,22,Private,113703,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,20,United-States,<=50K
31107,47,Self-emp-inc,156728,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
24385,49,Federal-gov,216453,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,45,United-States,<=50K
23459,21,Private,294295,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
23851,46,Self-emp-inc,110702,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,2036,0,60,United-States,<=50K
6456,31,Private,87891,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
2470,28,Private,198583,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,35,United-States,<=50K
8298,17,Private,35603,12th,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
7601,33,Private,377692,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
21796,32,Private,205152,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
27703,42,Local-gov,143046,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Female,0,0,40,United-States,<=50K
8950,48,Local-gov,452402,Doctorate,16,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,15,United-States,<=50K
12284,42,Private,149102,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
19224,22,Private,186452,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
1715,32,State-gov,181119,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
31828,20,Private,219122,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
23919,53,Private,213378,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,33,United-States,<=50K
43930,20,Private,381357,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,28,United-States,<=50K
6328,26,Private,342765,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,50,United-States,<=50K
24057,24,Private,261561,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
6838,18,Private,39302,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,<=50K
559,67,State-gov,168224,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
2001,38,Private,110167,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
38500,34,Private,113543,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
5290,46,Local-gov,85341,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,56,United-States,<=50K
42986,31,Private,130021,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
44891,28,Private,55191,Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,<=50K
35067,24,Private,291407,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
32139,24,Self-emp-not-inc,204209,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,United-States,<=50K
7387,36,Private,81259,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,36,United-States,<=50K
16531,46,State-gov,273771,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
10623,27,Private,189565,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
5688,64,Self-emp-inc,169072,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
40163,25,Private,182227,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K
13710,59,Private,219426,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
35891,82,Self-emp-inc,120408,Some-college,10,Widowed,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K
26304,61,Self-emp-inc,119986,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
1759,51,Private,179479,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,3325,0,40,Yugoslavia,<=50K
6134,22,Private,287681,11th,7,Never-married,Farming-fishing,Other-relative,White,Male,0,0,40,Mexico,<=50K
41584,37,Private,393360,Some-college,10,Never-married,Protective-serv,Own-child,Black,Male,0,0,30,United-States,<=50K
20212,26,Private,306225,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Poland,<=50K
34627,22,Private,88126,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
30018,39,Private,114844,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1876,50,United-States,<=50K
957,67,Private,191437,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
37946,40,Private,142886,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
1214,42,Private,190545,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,46,United-States,<=50K
5061,32,Private,97359,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
4054,25,Private,181814,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
11485,22,Private,376393,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K
33511,36,Private,132879,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,United-States,<=50K
1996,41,Private,29213,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
5653,35,Private,87757,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
15865,55,Private,282753,5th-6th,3,Divorced,Other-service,Unmarried,Black,Male,0,0,25,United-States,<=50K
8489,31,Private,197058,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,2597,0,45,United-States,<=50K
7734,57,Private,61298,5th-6th,3,Separated,Machine-op-inspct,Other-relative,White,Female,0,0,40,Ecuador,<=50K
34880,24,Private,196678,Preschool,1,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K
17398,35,Private,101387,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
40285,57,Self-emp-not-inc,135134,Masters,14,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,<=50K
8048,28,Private,94128,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
35725,42,Private,227466,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,<=50K
2159,31,Self-emp-not-inc,271173,Some-college,10,Never-married,Craft-repair,Own-child,Black,Male,4650,0,40,United-States,<=50K
23269,61,Self-emp-not-inc,115882,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
3450,62,Private,235997,12th,8,Widowed,Adm-clerical,Unmarried,White,Female,0,0,37,Mexico,<=50K
17339,32,Private,123429,10th,6,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
27235,23,Private,161708,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
28694,61,Private,223133,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,<=50K
9600,18,Federal-gov,54377,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K
21576,28,Private,188928,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
25884,23,Private,175837,11th,7,Never-married,Farming-fishing,Other-relative,White,Female,0,0,40,Puerto-Rico,<=50K
3743,42,Private,238384,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,36,United-States,<=50K
